code,name,city,prov,nation,lat,lon,risk
1998A,房家坝,镇江市,江苏省,中国,31.955,119.18,1
1999A,虹桥邮政,无锡市,江苏省,中国,31.92,120.268,1
2000A,五星公园,无锡市,江苏省,中国,31.909,120.237,1
2001A,第二实验小学,无锡市,江苏省,中国,31.92,120.302,1
2002A,宜兴市环保局,无锡市,江苏省,中国,31.354,119.818,1
2003A,宜园,无锡市,江苏省,中国,31.371,119.794,1
2004A,金坛市环境监测站,常州市,江苏省,中国,31.751,119.579,1
2005A,金坛市自来水公司,常州市,江苏省,中国,31.737,119.579,1
2006A,溧阳市东门子站,常州市,江苏省,中国,31.4,119.46,1
2007A,燕山子站,常州市,江苏省,中国,31.317,119.438,1
2008A,海门市监测站,南通市,江苏省,中国,31.896,121.173,1
2009A,社会福利院,南通市,江苏省,中国,31.89708,121.1518,1
1847A,南湖风景区,岳阳市,湖南省,中国,29.3578,113.1094,1
1848A,城陵矶,岳阳市,湖南省,中国,29.4251,113.1493,1
1849A,开发区,岳阳市,湖南省,中国,29.3575,113.1497,3
1850A,云溪区,岳阳市,湖南省,中国,29.4758,113.2621,1
1851A,君山区,岳阳市,湖南省,中国,29.4402,112.9943,1
1852A,金凤水库(对照点),岳阳市,湖南省,中国,29.355,113.2117,1
1853A,市监测站,常德市,湖南省,中国,29.0244,111.7044,1
1854A,市二中,常德市,湖南省,中国,28.9703,111.6975,1
1855A,鼎城区环保局,常德市,湖南省,中国,29.0239,111.6753,1
1856A,市技术监督局,常德市,湖南省,中国,29.0381,111.6794,1
1857A,白鹤山(对照点),常德市,湖南省,中国,29.1456,111.7158,1
1858A,永定新区,张家界市,湖南省,中国,29.1217,110.5319,6
1859A,电业局,张家界市,湖南省,中国,29.1242,110.4697,1
1860A,未央路,张家界市,湖南省,中国,29.3547,110.5594,1
1861A,袁家界(对照点),张家界市,湖南省,中国,29.315,110.4417,1
1878A,富乐山,绵阳市,四川省,中国,31.4741,104.7778,1
1879A,市人大,绵阳市,四川省,中国,31.4535,104.7563,1
1880A,高新区自来水公司,绵阳市,四川省,中国,31.4668,104.6697,1
1881A,三水厂,绵阳市,四川省,中国,31.5075,104.7287,1
1882A,石马中学(对照点),宜宾市,四川省,中国,28.793,104.563,1
1883A,市委,宜宾市,四川省,中国,28.7728,104.6201,1
1884A,宜宾四中,宜宾市,四川省,中国,28.793,104.6055,1
1885A,市政府,宜宾市,四川省,中国,28.7562,104.639,1
1886A,黄金嘴,宜宾市,四川省,中国,28.7199,104.5742,1
1887A,沙坪中学(停运200627),宜宾市,四川省,中国,28.7989,104.6789,1
1888A,弄弄坪,攀枝花市,四川省,中国,26.571,101.6891,1
1889A,河门口,攀枝花市,四川省,中国,26.5928,101.5769,1
1890A,炳草岗,攀枝花市,四川省,中国,26.585,101.7169,1
1891A,仁和,攀枝花市,四川省,中国,26.5008,101.7369,1
1892A,金江,攀枝花市,四川省,中国,26.5402,101.8490,12
1893A,九狮山(对照点),泸州市,四川省,中国,28.9634,105.4324,1
1894A,小市上码头,泸州市,四川省,中国,28.9063,105.4427,1
1895A,兰田宪桥,泸州市,四川省,中国,28.8573,105.4241,1
1896A,市环监站,泸州市,四川省,中国,28.8833,105.4379,1
1897A,大塘山(对照点),自贡市,四川省,中国,29.3628,104.7547,1
1898A,盐马路,自贡市,四川省,中国,29.3586,104.7214,1
1899A,檀木林街,自贡市,四川省,中国,29.3564,104.7747,1
1900A,春华路,自贡市,四川省,中国,29.3411,104.7692,1
1901A,东山公园,德阳市,四川省,中国,31.1208,104.4239,1
1902A,西小区,德阳市,四川省,中国,31.1317,104.3826,1
1903A,市检察院,德阳市,四川省,中国,31.1167,104.4053,1
1904A,耐火材料厂,德阳市,四川省,中国,31.1091,104.3553,1
1905A,西山风景区(对照点),南充市,四川省,中国,30.8064,106.056,1
1906A,南充市委,南充市,四川省,中国,30.8023,106.0789,1
1907A,南充炼油厂,南充市,四川省,中国,30.8217,106.1031,1
1908A,高坪区监测站,南充市,四川省,中国,30.7856,106.1064,1
1909A,嘉陵区环保局,南充市,四川省,中国,30.7636,106.0642,1
1910A,市环境监测站,南充市,四川省,中国,30.8388,106.1087,1
1876A,河东子站,三亚市,海南省,中国,18.2489,109.5078,1
1877A,河西子站,三亚市,海南省,中国,18.2681,109.4964,1
1772A,哈达湾,吉林市,吉林省,中国,43.8622,126.54,3
1773A,东局子,吉林市,吉林省,中国,43.8358,126.5844,1
1774A,电力学院,吉林市,吉林省,中国,43.8245,126.5052,1
1775A,江北,吉林市,吉林省,中国,43.8972,126.6133,4
1776A,江南公园,吉林市,吉林省,中国,43.8306,126.555,1
1777A,农科院,吉林市,吉林省,中国,43.9578,126.4699,12
1778A,丰满(对照点),吉林市,吉林省,中国,43.7133,126.7061,1
1947A,沙湖旅游区(对照点),石嘴山市,宁夏回族自治区,中国,38.817,106.3394,1
1948A,大武口朝阳西街,石嘴山市,宁夏回族自治区,中国,39.0145,106.3668,1
1949A,惠农南大街,石嘴山市,宁夏回族自治区,中国,39.2282,106.7704,1
1950A,红果子镇惠新街,石嘴山市,宁夏回族自治区,中国,39.1325,106.7099,1
2010A,市政府,杭州市,浙江省,中国,30.2366,119.7183,1
2011A,四中,杭州市,浙江省,中国,30.2311,119.6942,1
2012A,监测站,杭州市,浙江省,中国,30.054,119.954,1
2013A,富春二小,杭州市,浙江省,中国,30.049,119.946,1
2014A,江东,金华市,浙江省,中国,29.305,120.091,1
2015A,北苑,金华市,浙江省,中国,29.334,120.04,1
2016A,图书馆,绍兴市,浙江省,中国,29.719,120.251,1
2017A,富林印务,绍兴市,浙江省,中国,29.732,120.209,1
1748A,深沟寺,鞍山市,辽宁省,中国,41.1196,123.044,1
1749A,太阳城,鞍山市,辽宁省,中国,41.0931,123.011,0
1750A,太平,鞍山市,辽宁省,中国,41.1442,123.0485,0
1751A,铁西三道街,鞍山市,辽宁省,中国,41.0971,122.9642,0
1752A,铁西工业园区,鞍山市,辽宁省,中国,41.0833,122.9341,2
1753A,明达新区,鞍山市,辽宁省,中国,41.0821,123.022,1
1754A,千山(对照点),鞍山市,辽宁省,中国,41.0228,123.1289,0
1755A,望花区,抚顺市,辽宁省,中国,41.8491,123.7977,2
1756A,顺城区,抚顺市,辽宁省,中国,41.8822,123.9161,0
1757A,东洲区,抚顺市,辽宁省,中国,41.8611,124.0436,0
1758A,新抚区,抚顺市,辽宁省,中国,41.8642,123.9247,3
1759A,大伙房水库,抚顺市,辽宁省,中国,41.8961,124.0972,0
1760A,沈抚新城,抚顺市,辽宁省,中国,41.8391,123.7086,1
1761A,大峪,本溪市,辽宁省,中国,41.3064,123.8275,3
1762A,溪湖,本溪市,辽宁省,中国,41.3325,123.7567,1
1763A,彩屯,本溪市,辽宁省,中国,41.3094,123.7169,2
1764A,东明,本溪市,辽宁省,中国,41.2864,123.7669,1
1765A,新立屯,本溪市,辽宁省,中国,41.2664,123.7992,0
1766A,威宁,本溪市,辽宁省,中国,41.3472,123.8142,1
1767A,南山,锦州市,辽宁省,中国,41.0879,121.1115,2
1768A,开发区,锦州市,辽宁省,中国,40.8434,121.0533,2
1769A,百股街道,锦州市,辽宁省,中国,41.1119,121.1836,2
1770A,天安街道,锦州市,辽宁省,中国,41.1222,121.1178,0
1771A,北湖公园,锦州市,辽宁省,中国,41.1386,121.1303,1
2018A,抱龙山庄,大连市,辽宁省,中国,39.625,121.989,1
2019A,东山公园,大连市,辽宁省,中国,39.617,122.011,1
1862A,电子科大尧山校区(对照点),桂林市,广西壮族自治区,中国,25.3167,110.4144,1
1863A,监测站,桂林市,广西壮族自治区,中国,25.2697,110.2819,1
1864A,龙隐路小学,桂林市,广西壮族自治区,中国,25.2708,110.3089,1
1865A,八中,桂林市,广西壮族自治区,中国,25.2178,110.2869,1
1794A,监测站,芜湖市,安徽省,中国,31.3519,118.3606,1
1795A,科创中心,芜湖市,安徽省,中国,31.4134,118.3714,1
1796A,四水厂,芜湖市,安徽省,中国,31.3131,118.3673,1
1797A,济民医院(对照点),芜湖市,安徽省,中国,31.3839,118.4022,1
1967A,胶州环保局,青岛市,山东省,中国,36.283,120.008,1
1968A,胶州一中,青岛市,山东省,中国,36.253,120.014,1
1961A,东山小学,济南市,山东省,中国,36.6868,117.532,3
1962A,明水开发区,济南市,山东省,中国,36.71,117.541,1
1963A,环保局子站,青岛市,山东省,中国,36.44,120.61,1
1964A,开发区子站,青岛市,山东省,中国,36.39,120.47,1
1971A,1号,青岛市,山东省,中国,36.792,119.952,1
1972A,2号,青岛市,山东省,中国,36.799,119.976,1
1965A,JN子站,青岛市,山东省,中国,35.878,120.005,1
1966A,黄岛区4号,青岛市,山东省,中国,35.8735,120.0405,1
1969A,环保局子站,青岛市,山东省,中国,36.865,120.537,1
1970A,人民广场子站,青岛市,山东省,中国,36.885,120.515,1
1977A,莱州环保局,烟台市,山东省,中国,37.177,119.941,1
1978A,莱州外经委,烟台市,山东省,中国,37.18,119.959,1
1973A,蓬莱环保局,烟台市,山东省,中国,37.825,120.747,1
1974A,蓬莱博物馆,烟台市,山东省,中国,37.809,120.773,1
1975A,招远环保局,烟台市,山东省,中国,37.374,120.399,1
1976A,招远教育局,烟台市,山东省,中国,37.364,120.394,1
1959A,监测站,潍坊市,山东省,中国,36.881,118.746,1
1960A,世纪学校,潍坊市,山东省,中国,36.864,118.78,1
1981A,文登市环保局,威海市,山东省,中国,37.197,122.038,1
1982A,文登开发区,威海市,山东省,中国,37.2174,122.0693,1
1979A,荣成市环保局办公楼,威海市,山东省,中国,37.154,122.471,1
1980A,山东成山轮胎公司,威海市,山东省,中国,37.161,122.41,1
1983A,乳山市环保局,威海市,山东省,中国,36.913,121.531,1
1984A,乳山市气象局,威海市,山东省,中国,36.907,121.544,1
1798A,湖东路四小,马鞍山市,安徽省,中国,31.6837,118.5092,1
1799A,开发区,马鞍山市,安徽省,中国,31.6449,118.5024,1
1800A,慈湖,马鞍山市,安徽省,中国,31.7231,118.5228,1
1801A,马钢动力厂,马鞍山市,安徽省,中国,31.6928,118.48,1
1802A,濮塘(对照点),马鞍山市,安徽省,中国,31.7241,118.6245,1
1789A,大同区,大庆市,黑龙江省,中国,46.03138,124.81117,3
1790A,龙凤区,大庆市,黑龙江省,中国,46.533,125.129,2
1791A,红岗区,大庆市,黑龙江省,中国,46.408,124.902,2
1792A,萨尔图区,大庆市,黑龙江省,中国,46.586,125.153,2
1793A,让胡路区,大庆市,黑龙江省,中国,46.6215,124.9042,4
2054A,平桥分局,信阳市,河南省,中国,32.1059,114.1099,0
2064A,南湾水厂,信阳市,河南省,中国,32.1271,113.9956,2
2065A,市酿酒公司,信阳市,河南省,中国,32.1195,114.0775,2
2066A,审计局,信阳市,河南省,中国,32.1399,114.0609,0
2067A,市环境监测站,周口市,河南省,中国,33.6128,114.6613,0
2068A,周口师范,周口市,河南省,中国,33.6347,114.6758,0
2069A,市运管处,周口市,河南省,中国,33.5979,114.6546,0
2070A,川汇区环保局,周口市,河南省,中国,33.6406,114.6369,0
2073A,蓝田(停运160601),漳州市,福建省,中国,24.5086,117.7206,0
2074A,漳州三中(20190503停运),漳州市,福建省,中国,24.5157,117.6569,0
2075A,九湖(对照点),漳州市,福建省,中国,24.4674,117.6336,0
2160A,自来水公司,晋城市,山西省,中国,35.5051,112.85,0
2161A,白云商贸,晋城市,山西省,中国,35.4936,112.8318,0
2162A,市环保局,晋城市,山西省,中国,35.4887,112.8508,0
2163A,技术学院,晋城市,山西省,中国,35.4897,112.8676,0
2164A,泽州一中,晋城市,山西省,中国,35.4828,112.8271,0
2165A,白马寺 (对照点),晋城市,山西省,中国,35.546,112.8453,0
2166A,平朔,朔州市,山西省,中国,39.3522,112.4397,0
2167A,朔唯,朔州市,山西省,中国,39.3617,112.4575,0
2168A,区政府,朔州市,山西省,中国,39.3197,112.4258,0
2169A,市环保局,朔州市,山西省,中国,39.3278,112.4072,0
2170A,市二中,朔州市,山西省,中国,39.3681,112.4272,0
2171A,锦纶小区,晋中市,山西省,中国,37.6945,112.7532,0
2172A,榆次液压件厂,晋中市,山西省,中国,37.6558,112.6837,12
2173A,南都小区,晋中市,山西省,中国,37.7067,112.7249,0
2174A,榆次区政府,晋中市,山西省,中国,37.6982,112.6991,2
2175A,运城中学,运城市,山西省,中国,35.0147,110.9956,0
2176A,禹都开发区,运城市,山西省,中国,35.0611,111.0233,0
2177A,运城学院（已停运）,运城市,山西省,中国,35.0394,111.0397,0
2178A,地区技校,运城市,山西省,中国,35.0303,110.9686,0
2179A,空港新区,运城市,山西省,中国,35.1147,111.0414,0
2180A,机引(20190313停运),忻州市,山西省,中国,38.4186,112.7356,0
2181A,开发区,忻州市,山西省,中国,38.4519,112.7383,0
2182A,会展中心,忻州市,山西省,中国,38.4928,112.7003,0
2183A,环保局,吕梁市,山西省,中国,37.5211,111.1406,0
2184A,豆制品厂,吕梁市,山西省,中国,37.5145,111.1364,12
2185A,自来水公司,吕梁市,山西省,中国,37.5136,111.1297,0
2186A,聚英学校,乌海市,内蒙古自治区,中国,39.6778,106.8288,0
2187A,市林业局,乌海市,内蒙古自治区,中国,39.6973,106.8174,0
2188A,中海勃湾学校,乌海市,内蒙古自治区,中国,39.6667,106.7907,0
2189A,通辽宾馆,通辽市,内蒙古自治区,中国,43.6267,122.2603,0
2190A,胶建铝业,通辽市,内蒙古自治区,中国,43.6156,122.3039,0
2191A,艺术职业学校,通辽市,内蒙古自治区,中国,43.6801,122.2532,0
2192A,区环保局,呼伦贝尔市,内蒙古自治区,中国,49.2261,119.7594,0
2193A,市艺校,呼伦贝尔市,内蒙古自治区,中国,49.2014,119.7283,0
2194A,秋林养殖基地(对照点),巴彦淖尔市,内蒙古自治区,中国,40.916,107.5936,0
2195A,附二中,巴彦淖尔市,内蒙古自治区,中国,40.761,107.4212,0
2196A,市环保大楼,巴彦淖尔市,内蒙古自治区,中国,40.7372,107.37,0
2197A,集宁新区,乌兰察布市,内蒙古自治区,中国,40.9923,113.1306,0
2198A,集宁旧区西,乌兰察布市,内蒙古自治区,中国,41.038,113.0974,0
2199A,盟监测站(停运170221),兴安盟,内蒙古自治区,中国,46.0872,122.062,0
2200A,胜华新制药厂,兴安盟,内蒙古自治区,中国,46.0656,122.0392,2
2201A,科右前旗环保局,兴安盟,内蒙古自治区,中国,46.0741,121.9504,0
2202A,市环保监测站,锡林郭勒盟,内蒙古自治区,中国,43.9317,116.1042,0
2203A,市政府,锡林郭勒盟,内蒙古自治区,中国,43.9311,116.0781,0
2204A,西城区西花园(对照点),阿拉善盟,内蒙古自治区,中国,38.8363,105.6467,0
2205A,蒙二幼,阿拉善盟,内蒙古自治区,中国,38.8411,105.6985,0
2206A,环保局新楼,阿拉善盟,内蒙古自治区,中国,38.8516,105.724,0
2207A,工业园区,阜新市,辽宁省,中国,41.998,121.6094,0
2208A,长青街,阜新市,辽宁省,中国,42.0279,121.6697,2
2209A,农业园区,阜新市,辽宁省,中国,42.0705,121.6673,3
2210A,东苑,阜新市,辽宁省,中国,42.0224,121.6717,0
2211A,玉龙新城,阜新市,辽宁省,中国,42.0498,121.6506,0
2212A,宏伟区,辽阳市,辽宁省,中国,41.1953,123.2,0
2213A,新华园,辽阳市,辽宁省,中国,41.2495,123.1683,2
2214A,滨河路,辽阳市,辽宁省,中国,41.2639,123.2354,6
2215A,铁西工业园,辽阳市,辽宁省,中国,41.2991,123.149,0
2216A,汇工街西,铁岭市,辽宁省,中国,42.3022,123.8139,0
2217A,水上乐园,铁岭市,辽宁省,中国,42.2923,123.8649,4
2218A,银州路东段,铁岭市,辽宁省,中国,42.2867,123.8486,0
2219A,金沙江路北,铁岭市,辽宁省,中国,42.2217,123.7153,0
2220A,西梁,朝阳市,辽宁省,中国,41.5881,120.4318,2
2221A,河畔小区,朝阳市,辽宁省,中国,41.5646,120.4521,0
2222A,八里堡,朝阳市,辽宁省,中国,41.5648,120.4176,0
2223A,农业园区,朝阳市,辽宁省,中国,41.5969,120.3806,2
2224A,监测站(停运200414),四平市,吉林省,中国,43.1747,124.3419,0
2225A,一商场,四平市,吉林省,中国,43.1713,124.4002,3
2226A,境园,四平市,吉林省,中国,43.193,124.388,0
2227A,环保局,辽源市,吉林省,中国,42.8845,125.1358,2
2228A,污水处理厂,辽源市,吉林省,中国,42.8953,125.1567,0
2229A,光明,通化市,吉林省,中国,41.7173,125.9358,0
2230A,铁路,通化市,吉林省,中国,41.7325,125.9446,0
2231A,喜丰,白山市,吉林省,中国,41.9171,126.4219,2
2232A,环保局,白山市,吉林省,中国,41.9419,126.4077,0
2233A,江南,松原市,吉林省,中国,45.1214,124.8006,4
2234A,江北,松原市,吉林省,中国,45.1722,124.7965,6
2235A,洮北区环保局,白城市,吉林省,中国,45.6077,122.7911,6
2236A,市环保局,白城市,吉林省,中国,45.5725,122.8738,6
2237A,妇幼医院,延边朝鲜族自治州,吉林省,中国,42.8883,129.47,2
2238A,延边医院,延边朝鲜族自治州,吉林省,中国,42.9108,129.5055,0
2239A,朝阳川镇医院,延边朝鲜族自治州,吉林省,中国,42.8881,129.3964,3
2240A,环保局,鸡西市,黑龙江省,中国,45.3001,130.9762,2
2241A,自来水公司,鸡西市,黑龙江省,中国,45.305,130.9817,0
2242A,白酒厂,鸡西市,黑龙江省,中国,45.2948,131.0103,0
2243A,第一中学,鸡西市,黑龙江省,中国,45.3039,130.9429,0
2244A,哈啤分公司,鹤岗市,黑龙江省,中国,47.3416,130.2537,2
2245A,斯达机电,鹤岗市,黑龙江省,中国,47.3086,130.2684,4
2246A,东山纸板厂,鹤岗市,黑龙江省,中国,47.3388,130.3114,2
2247A,五号水库(对照点),鹤岗市,黑龙江省,中国,47.3382,130.1097,0
2248A,双合村,双鸭山市,黑龙江省,中国,46.6937,131.1511,4
2249A,南小市,双鸭山市,黑龙江省,中国,46.6191,131.1652,0
2250A,环保局,双鸭山市,黑龙江省,中国,46.6554,131.1524,0
2251A,苗圃(对照点),双鸭山市,黑龙江省,中国,46.5656,131.12,0
2252A,环保局,伊春市,黑龙江省,中国,47.4311,128.5159,0
2253A,电力嘉园,伊春市,黑龙江省,中国,47.7412,128.9102,0
2254A,汤旺河国家公园(对照点),伊春市,黑龙江省,中国,48.471,129.5029,0
2255A,佳纺,佳木斯市,黑龙江省,中国,46.8028,130.2751,0
2256A,发电厂,佳木斯市,黑龙江省,中国,46.8307,130.3995,0
2257A,环保局,佳木斯市,黑龙江省,中国,46.7975,130.3258,0
2258A,十一中,佳木斯市,黑龙江省,中国,46.8032,130.3648,0
2259A,四丰(对照点),佳木斯市,黑龙江省,中国,46.7588,130.3794,0
2260A,环保局(停运200627),七台河市,黑龙江省,中国,45.7677,131.0032,0
2261A,新建(停运200107),七台河市,黑龙江省,中国,45.8194,130.8625,0
2262A,新一中(对照点),七台河市,黑龙江省,中国,45.8751,131.0518,0
2263A,交通局,黑河市,黑龙江省,中国,50.2524,127.4833,0
2264A,环保局,黑河市,黑龙江省,中国,50.2341,127.5144,0
2265A,大黑河岛(对照点),黑河市,黑龙江省,中国,50.2472,127.5291,0
2266A,人和东街,绥化市,黑龙江省,中国,46.6365,126.9785,2
2267A,党政办公中心,绥化市,黑龙江省,中国,46.6528,126.964,0
2268A,环保局(停运191231),大兴安岭地区,黑龙江省,中国,50.4269,124.1186,0
2269A,科技局,大兴安岭地区,黑龙江省,中国,50.4097,124.1069,0
2270A,工人疗养院,蚌埠市,安徽省,中国,32.939,117.396,0
2271A,百货大楼,蚌埠市,安徽省,中国,32.9427,117.3605,0
2272A,二水厂(停运200430),蚌埠市,安徽省,中国,32.935,117.3086,0
2273A,蚌埠学院,蚌埠市,安徽省,中国,32.8911,117.4185,0
2274A,淮上区政府,蚌埠市,安徽省,中国,32.9673,117.3533,0
2275A,高新区,蚌埠市,安徽省,中国,32.8977,117.3145,0
2276A,大通区政府（已停运）,淮南市,安徽省,中国,32.6611,117.0417,1
2277A,潘集区政府,淮南市,安徽省,中国,32.7727,116.8305,3
2278A,师范学院,淮南市,安徽省,中国,32.6524,117.0067,0
2279A,谢家集区政府,淮南市,安徽省,中国,32.5951,116.8569,0
2280A,八公山区政府,淮南市,安徽省,中国,32.633,116.8281,0
2281A,焦岗湖风景区管理处(对照点),淮南市,安徽省,中国,32.6201,116.6325,0
2282A,监测站,淮北市,安徽省,中国,33.975,116.8004,0
2283A,烈山区政府,淮北市,安徽省,中国,33.9007,116.8091,0
2284A,职业技术学院,淮北市,安徽省,中国,33.9477,116.7856,0
2285A,市第四中学,铜陵市,安徽省,中国,30.9412,117.8177,0
2286A,市公路局,铜陵市,安徽省,中国,30.9273,117.8059,0
2287A,市新民污水厂,铜陵市,安徽省,中国,30.9413,117.7807,0
2288A,市第九中学,铜陵市,安徽省,中国,30.8792,117.7439,0
2289A,车站新区,铜陵市,安徽省,中国,30.9413,117.846,2
2290A,市职教基地,铜陵市,安徽省,中国,30.97,117.8483,0
2291A,环科院,安庆市,安徽省,中国,30.5177,117.0809,3
2292A,马山宾馆,安庆市,安徽省,中国,30.5119,117.0331,0
2293A,联富花园(停运180816),安庆市,安徽省,中国,30.5489,117.0486,0
2294A,安庆大学,安庆市,安徽省,中国,30.6145,116.9896,0
2295A,延安路89号,黄山市,安徽省,中国,29.6963,118.2903,2
2296A,黄山东路89号,黄山市,安徽省,中国,29.7178,118.327,0
2297A,黄山区政府5号楼,黄山市,安徽省,中国,30.2756,118.1371,0
2298A,老年大学,滁州市,安徽省,中国,32.3153,118.3093,0
2299A,人大宾馆,滁州市,安徽省,中国,32.2786,118.3244,0
2300A,监测站(20190308停运),滁州市,安徽省,中国,32.3061,118.3158,0
2301A,市监测站,阜阳市,安徽省,中国,32.8929,115.8277,0
2302A,市委党校,阜阳市,安徽省,中国,32.9080,115.7640,12
2303A,开发区,阜阳市,安徽省,中国,32.8605,115.8554,0
2304A,监测楼,宿州市,安徽省,中国,33.6481,116.9765,0
2305A,一中(停运200114),宿州市,安徽省,中国,33.6284,116.9677,0
2306A,火车站,宿州市,安徽省,中国,33.6306,116.989,0
2307A,监测大楼,六安市,安徽省,中国,31.737,116.5079,0
2308A,皖西学院,六安市,安徽省,中国,31.7643,116.4738,0
2309A,朝阳厂,六安市,安徽省,中国,31.7905,116.4996,2
2310A,开发区,六安市,安徽省,中国,31.7886,116.5567,2
2311A,污水处理厂,亳州市,安徽省,中国,33.8399,115.8072,0
2312A,三国揽胜宫,亳州市,安徽省,中国,33.8518,115.7789,0
2313A,环保大楼(停运160506),池州市,安徽省,中国,30.6414,117.4808,0
2314A,池州学院,池州市,安徽省,中国,30.6618,117.47,0
2315A,平天湖(对照点),池州市,安徽省,中国,30.6539,117.4974,0
2316A,鳌峰子站,宣城市,安徽省,中国,30.9454,118.7581,0
2317A,敬亭山子站,宣城市,安徽省,中国,30.9743,118.7385,0
2318A,开发区子站,宣城市,安徽省,中国,30.9427,118.7173,0
2319A,荔城区仓后路,莆田市,福建省,中国,25.4325,119.0141,0
2320A,莆田市监测站,莆田市,福建省,中国,25.4553,119.0015,0
2321A,涵江区六中,莆田市,福建省,中国,25.4561,119.1119,0
2322A,秀屿区政府,莆田市,福建省,中国,25.3215,119.1013,0
2323A,东圳水库(对照点),莆田市,福建省,中国,25.4792,118.981,0
2324A,三钢,三明市,福建省,中国,26.2625,117.6211,0
2325A,三明二中,三明市,福建省,中国,26.2714,117.635,0
2326A,三元区政府,三明市,福建省,中国,26.2378,117.6028,0
2327A,洋溪(对照点),三明市,福建省,中国,26.3108,117.7275,0
2331A,茫荡山(对照点),南平市,福建省,中国,26.6761,118.0966,0
2332A,南平市监测站,南平市,福建省,中国,26.6369,118.1681,0
2333A,南平铝业有限公司,南平市,福建省,中国,26.6489,118.1825,0
2334A,南平七中,南平市,福建省,中国,26.6272,118.1756,0
2335A,龙岩师专(对照点),龙岩市,福建省,中国,25.1181,117.0189,0
2336A,龙岩市监测站,龙岩市,福建省,中国,25.1033,117.0217,0
2337A,闽西职业技术学院,龙岩市,福建省,中国,25.0661,117.0258,0
2338A,龙岩学院,龙岩市,福建省,中国,25.0306,117.0196,0
2339A,金涵水库(对照点),宁德市,福建省,中国,26.6946,119.5001,0
2340A,蕉城区农机局(20190319停运),宁德市,福建省,中国,26.6607,119.5202,0
2341A,宁德市监测站,宁德市,福建省,中国,26.6612,119.5388,0
2342A,王港中学(对照点),景德镇市,江西省,中国,29.3867,117.3102,0
2343A,老干部活动中心,景德镇市,江西省,中国,29.2933,117.2117,0
2344A,兽医站,景德镇市,江西省,中国,29.2789,117.1894,0
2345A,台达陶瓷,景德镇市,江西省,中国,29.2617,117.1547,0
2346A,陶研所,景德镇市,江西省,中国,29.2956,117.2461,0
2347A,武功山(对照点),萍乡市,江西省,中国,27.5002,114.0997,0
2348A,中医院,萍乡市,江西省,中国,27.6434,113.8385,0
2349A,市政府车库,萍乡市,江西省,中国,27.6253,113.8493,0
2350A,市环保局,萍乡市,江西省,中国,27.6435,113.8676,0
2351A,安源区政府,萍乡市,江西省,中国,27.6198,113.866,0
2352A,北岗(对照点),新余市,江西省,中国,27.9317,115.0861,11
2353A,飞宇,新余市,江西省,中国,27.8431,114.9886,0
2354A,第二水厂,新余市,江西省,中国,27.8246,114.9231,0
2355A,市气象局,新余市,江西省,中国,27.8036,114.9308,0
2356A,新钢氧气厂,新余市,江西省,中国,27.8042,114.9119,0
2357A,龙虎山(对照点),鹰潭市,江西省,中国,28.1136,116.9822,0
2358A,新监测站,鹰潭市,江西省,中国,28.2642,117.0564,0
2359A,财苑宾馆,鹰潭市,江西省,中国,28.2475,117.0311,0
2360A,体育馆,鹰潭市,江西省,中国,28.2264,117.0222,0
2361A,三川水表,鹰潭市,江西省,中国,28.2131,117.0017,0
2362A,通天岩(对照点),赣州市,江西省,中国,25.9149,114.9017,0
2363A,地委,赣州市,江西省,中国,25.8664,114.9367,0
2364A,气象台,赣州市,江西省,中国,25.8481,114.9461,0
2365A,市图书馆,赣州市,江西省,中国,25.8333,114.9322,0
2366A,华坚鞋城,赣州市,江西省,中国,25.8471,114.8905,0
2367A,红声器材厂,吉安市,江西省,中国,27.0803,114.9754,2
2368A,市森林工业局,吉安市,江西省,中国,27.0999,114.9658,2
2369A,市环境监测站,吉安市,江西省,中国,27.1312,114.99,0
2370A,青原区法院,吉安市,江西省,中国,27.0968,115.0093,0
2371A,槟榔水业(对照点),宜春市,江西省,中国,27.8064,114.3408,0
2372A,市中国银行,宜春市,江西省,中国,27.8014,114.3806,0
2373A,市石油公司,宜春市,江西省,中国,27.7844,114.3956,0
2374A,市气象局,宜春市,江西省,中国,27.7914,114.3703,0
2375A,市广电局,宜春市,江西省,中国,27.8074,114.4013,0
2376A,桐源党溪(对照点),抚州市,江西省,中国,28.0814,116.2127,0
2377A,市站,抚州市,江西省,中国,27.9831,116.3544,0
2378A,血防站,抚州市,江西省,中国,27.963,116.3565,0
2379A,采茶剧团,抚州市,江西省,中国,28.0007,116.3564,0
2380A,医学分院,抚州市,江西省,中国,27.9647,116.385,0
2381A,百草园(对照点),上饶市,江西省,中国,28.4572,118.005,0
2382A,市监测站,上饶市,江西省,中国,28.4436,117.9756,0
2383A,凤凰光学,上饶市,江西省,中国,28.4628,117.9519,0
2384A,开发区管委会(停运200112),上饶市,江西省,中国,28.4303,117.9033,0
2385A,市监测站,鹤壁市,河南省,中国,35.9019,114.17,0
2386A,市交警支队,鹤壁市,河南省,中国,35.7511,114.2956,0
2387A,迎宾馆,鹤壁市,河南省,中国,35.7306,114.2878,0
2388A,科技学院,新乡市,河南省,中国,35.279,113.926,0
2389A,环保西院,新乡市,河南省,中国,35.311,113.836,0
2390A,开发区,新乡市,河南省,中国,35.272,113.884,0
2391A,环保东院,新乡市,河南省,中国,35.303,113.883,0
